;die;Fahrzeugindustrie;"<Fahrzeugindustrie; -n>";industrija vozila;;;
;der;Fall;;slučaj / situacija;Auf jeden Fall komm mit mir. In diesem Fall bin ich schuldig.;;
;;fallen;;pasti;Die Temperatur ist ganz plötzlich unter null gefallen.;;
;;falsch;;pogrešno;Du hast es falsch gemacht.;wrong;
;die;Familie;;obitelj;Ich denke oft an meine Familie.;family;
;die;Farbe;"<Farbe; -n>";boja;;;
;das;Farbmuster;"<-s; Farbmuster>";uzorak boje;;;
;;fast;;skoro;Ich habe fast alle verstanden.;;
;;faul;;lijen;Ich mag nicht lernen, ich bin faul.;lazy;
;;fehlen;;nedostajati, faliti, izostati;;;
;der;Fehler;;greška;Ich glaube, das haben Sie einen Fehler gemacht.;error/mistake/fault;
;die;Fehlerbehebung;;otklanjanje grešaka, troubleshooting;;;
;das;Feld;-(e)s -er;polje;Die Felder im Sommer sind sehr grün.;field;The fields in the Summer are very green.
;das;Fenster;"<-s; Fenster>";prozor;Ich sitze neben der Fenster.;window;
;die;Ferien;;praznici;Ich habe noch drei Tage Ferien.;holidays;
;der;Fernseher;-(e)s Fernseher;televizor;Im Fersnseher lauffen gute filme. Ich sehe gern fern, aber wir haben keinen Fernseher zu Hause.;television;On television there are good movies.
;;fertig;;gotov, završen;;;
;die;Festnahme;"<Festnahme; -n>";hapšenje;;;
;;feucht;;vlažan/mokrar;Die Wäsche ist noch feucht.;wet;
;das;Feuer;;vatra;;;
;;feuern ;;paliti, zapaliti;;;
;das;Fieber;-s;groznica, temperatura;Wenn man Fieber hat, sollte man direkt zum Arzt gehen.;fever;When you have fever, you should go to the doctor right away.
;der;Film;;film;Meine Freunde denken, der Film is besser als Buch;;
;;finden;;pronaći;Eine Wohnun zu finden, kostet viel Zeit.;find;
;die;Firma;"<Firma; -men>";firma, tvrtka;;;
;der;Fisch;"<-(e)s; -e>";riba;Ich mag Fisch essen.;;
;;flach;;ravan;Der Strand ist ganz flach.;flat;The beach is all flat.
;die;Fläche;"<Fläche; -n>";površina;;;
;die;Flasche;-, en;boca;Die Flasche ist auf dem Tisch.;bottle;The bottle is on the table.
;das;Fleisch;<-(e)s>;meso;;;
;;fleißig;;vrijedan/radišan;Mein Sohn war am Anfang in der Schule sehr fleißig.;diligent;
;die;Flexibilität;<Flexibilität>;fleksibilnost, gipkost;;;
;;fliegen ;;letjeti, biti otpušten;;;
;der;Flug;"<-(e)s; Flüge>";let;;;
;der;Flughafen;" <-s; Flughäfen>";zračna luka;;;
;die;Flugnummer;"<Flugnummer; -n>";broj leta;;;
;der;Flugschalter;"<-s; Flugschalter>";šalter na aerodromu;;;
;der;Flugsteig;<-e>;ulaz u avion, avio-most;;;
;das;Flugzeug;"<-(e)s; -e>";zrakoplov, avion;;;
;der;Fluss;-es Flüsse;rijeka;Einer der berühmtesten Flüsse in Deutschland ist der Rhein.;river;One of the most famous rivers in Germany is the Rhine.
;;folgen;;slijediti/pratiti;;;
;;folgend;;sljedeći;;;
;die;Forschung;"<Forschung; -en>";istraživanje;;;
;die;Forschungs- und Entwicklungsabteilung;"<Abteilung; -en>";odjel za istraživanje i razvoj, R&D odjel;;;
;der;Fortschritt;"<-(e)s; -e>";napredak, progress;;;
;das;Foto;"<-s; -s>";fotografija;;;
;;fotografieren;;fotografirati;;;
;die;Frage;"<Frage; -n>";pitanje;;;
;;fragen;;pitati;Warum fragen Sie das?;ask;
;die;Frau;;žena;Seine Frau hat eine Affäre.;woman;
;;frei;;slobodan;Haben Sie viel freie Zeit?;free;
;die;Freizeit;;slobodno vrijeme;;;
;;fremd;;strani;;;
;der;Fremndenführer;-s Fremdenführer;turistički vodič;Viele Museen haben einen Fremdenführer oder Fremndenführerin.;tour guide;A lot of museums have tour guides.
;die;Freude;;radost;Diese Arbeit mach mir viele Freude.;;
;der;Freund;;prijatelj/dečko;Hast tu Freunde?;friend/boyfriend;
;die;Freundin;;prijateljica/djevojka;Hast du deine Freundin eingeladen?;friend/girlfriend;
;;freundlich;;ljubazan/druželjubiv;Er hat uns sehr freundlich begrüßt.;friendly;
;;frisch;;svjež;;;
;;froh;;veseo, radostan;Ich bin froh, dass alles so gut geklappt hat.;happy;
;die;Frucht;"<Frucht; Früchte>";plod, rod, voćka, žito, uspjeh;;;
;;früh;;rano;Es ist zu früh;early;
;der;Frühling;;proljeće;Mein Lieblingsjahreszeit ist Frühling.;spring;
;das;Frühstück;"<-s; -e>";doručak;Mein Bruder isst viel zum Frühstück. Das Frühstück ist noch nicht fertig.;;
;;frühstücken ;;doručkovati;;;
;;führen ;;voditi, upravljati, rukovati, rukovoditi;;;
;;füllen;;osjetiti, osjećati;;;
;;furchtbar;;strašan;;;
;der;Fuß;;noga/stopalo;Er hat sich geargärnt, weil ich ihm auf den Fuß getreten bin.;leg/foot;
;der;Fußball;;nogomet;Die Kinder spielen Fußball.;football/soccer;
;die;Gabel;;vilica;;;
;;gängig ;;trenutno, uobičajeno, izvedivo, moguće;;;
;;ganz;;sasvim/ cijel;;;
;der;Garten;;vrt;Wir haben einen schönen großen Garten. Wir haben zwei Bäume im Garten.;garden;
;der;Gartenarbeiter;"<-s; Gartenarbeiter>";vrtlar;;;
;die;Gartenarbeiterin;"<Gartenarbeiterin; -innen>";vrtlarica;;;
;der;Gartenbetrieb;"<-(e)s; -e>";vrtlarska firma;;;
;der;Gärtner;"<-s; Gärtner>";vrtlar;;;
;die;Gärtnerei;"<Gärtnerei; -en>";vrtlarija, firma koja se bavi okolišnim uređenjem;;;
;die;Gärtnerin;"<Gärtnerin; -innen>";vrtlarica;;;
;der;Gast;"<-es; Gäste>";gost;;;
;das;Gebäude;;zgrada;;;
;;geben;;dati;;;
;;geboren;;rođen;;;
;der;Geburtstag;;rođendan;Heute ist sein Geburtstag. Er hat zum Geburtstag einen neuen Ball bekommen.;birthday;
;die;Geduld;;strplenje;;;
;;geduldig ;;strpljiv;;;
;/;gefallen;;svidjati se;Gefällt es dir hier?;;
;;gefärlich;;opasno;;;
;;geführt ;;vođen, upravljan;;;
;;gegen;;protiv/oko;;;
;der;Gegenstand;"<-(e)s; Gegenstände>";predmet;;;
;das;Gegenteil;;suprotnost;;;
;;gegenüber;;preko puta/nasuprot;;;
;die;Gegenwart;;sadašnjost;;;
;der;Gehalt;"<-(e)s; -e>";sadržaj, sadržina;;;
;das;Gehalt;"<-(e)s; Gehälter>";plaća;Bei keinem Job der Welt bekommt man mehr Gehalt, wenn man mehr Kinder hat.;;
;das;Geheimnis;;tajna;;;
;;gehören ;;pripasti, spadati, pripadati;;;
;;gelaunt;;raspoložen;;;
;;gelb;;žut;Es ist ein kleines gelbes Buch.;yellow;
;das;Geld;;novac;Ich verdiene viel Geld. Ich habe kein Geld bei mir.;money;
;die;Gelegenheit;;prilika;;;
;;gemeinsam;;zajedno;;;
;die;Gemeinschaft;;zajednica;;;
;das;Gemüse;"<-(e)s; Gemüse>";povrće;;;
;;gemütlich;;prijatan;;;
;;genau;;točno/upravo tako;Die Uhr geht genau.;exactly;
;;genug;;dovoljno/dosta;Das ist genug.;enough;
;die;Genussmittelindustrie;"<Genussmittelindustrie; -n>";industrija luksuzne hrane;;;
;die;Geografie;<Geografie>;geografija, zemljopis;;;
;das;Gepäck;<-(e)s> ;prtljaga;;;
;das;Gerät;"<-(e)s; -e>";uređaj, pribor, naprava;;;
;;gern;;rado;Trinken Sie gern Kaffee?;gladly;
;die;Gesamtbevölkerung;"<Gesamtbevölkerung; -en>";ukupna populacija, stanovništvno;;;
;das;Geschäft;;radnja/prodavaonica;;;
;der;Geschäftskunde;"<-n; -n>";poslovni klijent;;;
;;geschäftskundig ;;iskusan/vješt u poslu;;;
;der;Geschäftsprozess;"<-es; -e>";poslovni proces;;;
;der;Geschäftsvorfall;<Geschäftsvorfälle>;poslovni događaj, poslovni event (poruka), transakcija;;;
;;geschlossen;;zatvoren;Unser Büro bleibt samstags geschlossen.;closed;
;die;Geschwindigkeitsbegrenzung;;ograničenje brzine;;;
;die;Geschwindigkeitsbeschränkung;;ograničenje brzine;;;
;die;Geschwister;;braća i sestre;Ich habe zwei Geschwister, einen bruder und eine Schwester.;brothers and sisters;
;die;Gesellschaft;"<Gesellschaft; -en>";društvo;;;
;das;Gesetz;"<-es; -e>";zakon;;;
;das;Gesicht;;lice;;;
;das;Gespräch;"<-(e)s; -e>";razgovor;;;
;;gestalten ;;načiniti, uobličiti, oblikovati, razviti;;;
;;gestern;;jučer;Mit wem hast du gestern das Spiel gesehen?;yesterday;
;;gestorben;;umro;;;
;die;Gesundheit;<Gesundheit>;zdravlje;;;
;der;Gesundheitsverbund;"<-(e)s; Gesundheitsverbünde>";zdravstvena mreža;;;
;das;Getränk;;piće;;;
;;getrennt ;;odvojen, razdvojen;;;
;;gewinnen;;pobjediti;;;
;die;Gewohnheit;;navika;;;
;;gewöhnlich;;obično;Die Kleider waren billiger und besser als gewöhnlich.;;
;das;Glas;-es, Gläser;čaša;Mein Glas ist leer.;glass;My glass is empty.
;;glauben;;vjerovati, misliti;;;
;;gleich ;;jednak, isti, odmah, ravan;Es ist zu leicht. Ich habee es gleich gelernt.;;
;;gleichwertig ;;jednako vrijedan;;;
;;gleitend ;;klizni, klizno;;;
;die;Gleitzeit;"<Gleitzeit; -en>";klizno radno vrijeme;;;
;das;Glück;e(s);sreća;Ich wünsche dir viel Glück.;fortune/luck;I wish you luck.
;;glücklich;;sretan;Ich bin so glücklich heute und ich werde dich küssen.;lucky/happy;I’m so happy today and I will kiss you.
;;groß;;velik;Die Tasche ist groß, ich kann sie nicht tragen.;big;
;das;Großaufgebot;"<-(e)s; -e>";velika združena akcija;;;
;die;Großeltern;;baka i dida;;;
;die;Großmutter;;baka;;;
;der;Großraum;;šire područje (grada);Im Großraum Wien leben etwa 3 Millionen Menschen.;;
;die;Grünanlage;"<Grünanlage; -n>";travnjak, zelena površina;;;
;der;Gruß;;pozdrav;;;
;;gucken;;gledati;;;
;;günstig;;povoljan;Im Supermarkt kauft man sehr günstig ein.;favorable;
;der;Gutschein;"<-(e)s; -e>";bon, kupon;;;
;die;Haare;;kosa;;;
;der;Haftbefehl;"<-(e)s; -e>";nalog za hapšenje;;;
;;halb;;pola;;;
;;halten;;zaustaviti se / držati;;;
;die;Haltestelle;;stanica;;;
;die;Hand;;ruka;Was hast du in deiner Hand?;hand;
;;handeln ;;trgovati, postupati;;;
;der;Händler;"<-s; Händler>";trgovac, prodavač;;;
;die;Händlerin;"<Händlerin; -innen>";trgovkinja, prodavačica;;;
;das;Handwerk;"<-(e)s; -e>";zanat, obrt;;;
;das;Handy;;mobitel;;;
;;hängen;;visiti;;;
;;hart;;tvrd;;;
;;hassen;;mrziti;;;
;;hässlich;;ružno;;;
;;häufig;;često;;;
;;hauptsächlich ;;uglavnom;;;
;die;Hauptstadt;;glavni grad;;;
;das;Haus;;kuća;Ist das sein Haus. Ich denke, dass sein Haus klein ist.;house;
;die;Hausaufgabe;;domaća zadaća;Die Lehrerin hat heute viele Hausaufgaben gegeben.;homework;
;das;Heft;;bilježnica;Ich schreibe in meinem Heft. Mein Heft ist under dem Buch.;notebook;
;;heiraten;;vjenčati se;;;
;;heiß;;vruć;Es ist heiß hier im Sommer.;hot;
;;heißen;;zvati se;Wie heißt du?;be named/be called;
;;heizen;;grijati;;;
;die;Heizung;;grijanje;;;
;;helfen;;pomoći;Kann ich Ihnen veilleicht helfen?;help;
;;hell;;svijetao;Es ist nicht hell genug, um ohne Lampe zu lesen.;light;
;das;Hemd;;košulja;Nikolas trägt heute en weißes Hemd;shirt;
;;herausfordernd ;;izazovan;;;
;der;Herbst;;jesen;Anne kommt im Herbst in die Schule.;Autumn/fall;
;der;Herr;;gospodin;Wer ist dieser Herr?;mistter;
;;herrlich;;izvrstan;;;
;;herrschen ;;vladati;;;
;;herstellen;;izraditi, proizvoditi, producirati;;;
;der;Hersteller;"<-s; Hersteller>";proizvođač, izrađivač;;;
;;hervorragend;;odlično;;;
;;herzlich;;srdačan;;;
;;heute;;danas;Heute ist mein Geburtstag.;today;
;;hier;;ovdje;Spricht hier jemand Deutsch?;here;
;;hierarchisch ;;hijerarhijski;;;
;die;Hilfe;"<Hilfe; -n>";pomoć, asistencija;;;
;;hinten;;iza;Hinten in unserem Haus haben wir einen schönen Garten.;at the back;At the back of our house we have a beautiful garden.
;der;Hintergrund;"<-(e)s; Hintergründe>";pozadina;;;
;;hinzu ;;uz to, k tomu;;;
;;hoch;;visok;Nikolas ist ein hoch Mann.;tall;
;die;Höchstgeschwindigkeit;;najveća dozvoljena brzina;;;
;;hoffen;;nadati se;Ich hoffe, bald am Strand zu liegen.;;
;;hoffentlich;;nadajmo se / nadam se;;;
;;holen;;donjeti;;;
;das;Holz;"<-es; Hölzer>";drvo, trupac;;;
;der;Holzteil;"<-(e)s; -e>";komad drveta;;;
;;hören;;slušati/čuti;Sie hat keine Musik gehört. Es tut mir leid, das zu hören.;hear/listen;
;die;Hose;"<Hose; -n>";hlače;Zieh doch einfach eine Hose und eine Bluse an.;;
;das;Hotel;"<-s; -s>";hotel;;;
;;hübsch;;lijep;;;
;der;Hügel;-s Hügel;brežuljak;In Deutschland gibt es sehr viele Hügel, hab ich das Gefühl.;hill;I have a feeling that in Germany there are so many hills.
;das;Huhn;"<-(e)s; Hühner>";kokoš;;;
;der;Hund;e(s), -e;pas;Er behandelt seinen Angestellten wie einen Hund.;dog;He treats his employee like a dog.
;der;Hunger;;glad;Ich habe Hunger.;hunger;
;;hungrig;;gladan;Bist du hungrig?;hungry;
;der;Hustensaft;-(e)s Hustensäfte;sirup za kašalj;Als ich klein war habe ich gerne Hustensaft getrunken.;cough syrup;When I was a child I used to like cough syrup.
;der;Hut;;šešir;;;
;;idealerweise ;;idealno;;;
;die;Idee;;ideja;;;
;;im Durchschnitt;;u prosjeku;;;
;;immer;;uvijek;;;
;der;Impstoff;-(e)s -e;cjepivo;Als ich im Urlaub war ind vor dem Urlaub musste ich zum Arzt und ein Impfstoff verabreicht bekommen.;vaccine;Before I went to vacation I went to the doctor and had to get a vaccine.
;;in Ordnung;;u redu;;;
;;inbegriffen ;;uračunat;;;
;die;Industrie;"<Industrie; -n>";industrija;;;
;der;Industriezweig;"<-(e)s; -e>";grana industrije;;;
;die;Information;"<Information; -en>";informacija;;;
;;innerhalb ;;unutar, u roku od;;;
;;innovativ ;;inovativan;;;
;;Insbesondere ;;osobito, naročito;;;
;die;Insel;"<Insel; -n>";otok;;;
;;interessant;;interesantno;;;
;das;Internet;"<-s; -s>";Internet;;;
;;inzwischen;;u međuvremenu;;;
;;irgendwelche ;;neki, ikakav (any);;;
;die;Jacke;;jakna;;;
;das;Jahr;"<-(e)s; -e>";godina;;;
;die;Jahreszeit;;godišnje doba;;;
;;jährlich ;;godišnji;;;
;;je;;po;;;
;;jemals;;ikada;;;
;;jemand;;netko;;;
;;jetzt;;sada;Ich muss jetzt schlafen, weil morgen ich früh aufstehe.;now;
;;jeweilig ;;dotično, odnosno, ovisno, specifično, za vrijeme pitanja;;;
;der;Job;"<Jobs; Jobs>";posao;;;
;;jung;;mlad;;;
;der;Junge;;dječak;;;
;die;Jungend;;mladost;;;
;;jüngst;;nedavno;;recently;
;der;Jurist;;pravnik;;;
;der;Käfer;-s Käfer;buba;Als ich ein Kind war, habe ich öfter Käfer gesammelt.;beetle;When I was a child I collected beetles frequently.
;der;Kaffee;"<-s; -s>";kava;Der Kaffee ist stark. Willst du mit mir eine Kaffee trinken?;coffee;
;;kalt ;;hladan;;;
;der;Kandidat;"<-en; -en> ";kandidat;;;
;die;Kandidatin;"<Kandidatin; -innen>";kandidatkinja;;;
;;kaputt;;pokvaren;Der Fernseher ist gestern kaputt gegangen.;;
;die;Karotte;"<Karotte; -n>";mrkva;;;
;die;Karte;Karte -n;karta;Bevor ich die bahn nehme, muss ich eine Karte kaufen.;card;Before I take the train I have to buy a ticket.
;die;Kartoffel;"<Kartoffel; -n>";krumpir;;;
;der;Käse;"<-s; Käse>";sir;;;
;die;Katze;-, -n;mačka;Willst du denn die Katze im Sack kaufen?;cat;You don’t want to buy a pig in a poke, do you?
;;kaufen;;kupiti;Wo kann ich Tickets kaufen?;buy;
;;kaum;;tek, jedva;;;
;;kein;;nijedan;;;
;;keinmal;;nijednom;;;
;der;Kellner;;konobar;;;
;;kennen;;poznavati;;;
;;kennenlernen;;upoznati;;;
;;kennenzulernen ;;upoznati;;;
;die;Kenntnis;"<Kenntnis; -se>";znanje;;;
;die;Kernarbeitszeit;;osnovno radno vrijeme;;;
;die;Kernzeit;;osnovno radno vrijeme;;;
;das;Kilo;"<-s; Kilo>";kilogram;;;
;das;Kind;"<-(e)s; -er> ";dijete;;;
;das;Kino;;kino;Anne geht mit ihrer Schwester ins Kino.;movie theater;
;der;Kiosk;"<-(e)s; -e>";kiosk;;;
;die;Kirche;;crkva;;;
;die;Kirsche;"<Kirsche; -n>";višnja/trešnja;;;
;;klappen;;uspjeti;;;
;;klar;;jasan;;;
;;klein;;mali/nizak;Aber seine Wohnung ist ganz klein.;little/short;
;das;Kleingeld;;sitniš / sita novac;;;
;;klettern;;penjati se;;;
;das;Klima;"<-s; -s>";klima, podneblje;;;
;die;Klimaanlage;"<Klimaanlage; -n>";klima uređaj;;;
;;klingeln;;zvoniti;;;
;;klingen;;zvučati;;;
;;klug;;pametan;;;
;;knapp;;taman;;;
;der;Koch;;kuhar;Ein Freund von mir ist Koch in einem teuren Restaurant. Er ist kein Koch, aber kann wirklich gut kochen.;chef;
;;kochen;;kuhati;Kochst du gern?;cook;
;der;Koffer;"<-s; Koffer> ";kofer, kovčeg;;;
;der;Kollege;;kolega;Der Hund spielt jeden Tag mit seinen Kollegen im Park.;;
;die;Kollegin;;kolegica;;;
;die;Kombination;"<Kombination; -en>";kombinacija;;;
;;komisch;;čudan/smiješan;Das Essen schmeckt komisch. Probier mal.;;
;;kommen;;doći;Wann kommst du?;come;
;;können;;moći/znati;Ich kann ihr Buch nicht finden.;can;
;die;Konsumation;"<Konsumation; Konsumationen>";hrana i piće;;;
;der;Kontinent;"<-(e)s; -e>";kontinent;;;
;die;Kontrolle;"<Kontrolle; -n>";kontrola, provjera;;;
;das;Konzert;;koncert;;;
;der;Kopf;;glava;;;
;der;Kopfhörer;-s Kopförer;slušalice;Ich habe heute neue Kopfhörer gekauft.;Headphones;I bought new headphones today.
;die;Kopfschmerzen;pl;glavobolja;Wenn es regnet oder wenn es wolkig ist, kriege ich schnell Kopfschmerzen.;headache;I get headaches easily when it’s rainy or cloudy.
;die;Kopie;"<Kopie; -n>";kopija;;;
;der;Körper;"<-s; Körper>";tijelo;;;
;;korrigieren;;ispraviti;;;
;;kosten;;koštati;;;
;die;Kraft;;snaga;;;
;;kräftig;;jak;;;
;die;Krähe;Krähe -n;vrana;Krähen erinnern mich an düste Zeiten und Halloween.;crow;Crows remind me of dark times and Halloween.
;;krank;;bolestan;;;
;das;Krankenhaus;;bolnica;;;
;die;Krankenschwester ;;medicinska sestra;;;
;der;Krankenurlaub;;bolovanje;;;
;die;Kreditkarte;Kreditkarte -n;kreditna kartica;In Deutschland muss man 18 sein, um eine Kreditkarte zu bekommen.;Credit card;In Germany you have to be 18 to get a credit card.
;;kriegen;;dobiti;;;
;die;Küche;;kuhinja;Wo ist deine Mutter? Ich denke, dass sie in der Küche ist.;kitchen;
;der;Kuchen;;kolač;Julia macht einen Kuchen mit ihren Erdbeeren.;;
;der;Kühlschrank;-(e)s Kühlschränke;hladnjak;Der Kühlschrank in meiner Wohnung ist zurzeit leer.;refrigerator;The refrigerator in my apartment is very empty.
;der;Kunde;"<-n; -n>";mušterija, kupac;;;
;die;Kunst;;umjetnost;;;
;der;Künstler;;umjetnik;;;
;der;Kurs;;kurs;;;
;;kurz ;;kratak;Die Fahrt war kurz. Nur knapp eine Stunde.;;
;;kurz darauf ;;ubrzo nakon toga;;;
;;lachen;;smijati se;Bitte, lachen Sie nicht über meine Fehler.;laughing;
;der;Laden;;prodavaonica;Sie ist im Laden.;store;
;die;Ladung;"<Ladung; -en>";teret, tovar, naboj, punjenje;;;
;die;Lage;"<Lage; -n>";položaj, pozicija, stanje, lokacija, sloj;;;
;das;Land;"<-es; Länder>";država, zemlja;;;
;;landen ;;prizemljiti, spustiti, pristati;;;
;die;Landsleute;pl.;zemljaci, sunarodnjaci;;;
;;lang ;;dugačak, dug, dugo;;;
;;langsam;;polako;Sprechen Sie bitte langsam.;slow;
;;langweilig;;dosadno;;;
;;lassen ;;dati, pustiti, ostaviti;;;
;;laufen;;hodati/trčati;Du solltest nicht so oft den Aufzug nehmen, Treppen laufen ist gesund.;;
;;laufend ;;tekući;;;
;die;Laune;;raspoloženje;;;
;;laut;;glasan;;;
;;leben;;živjeti;;;
;das;Leben;"<-s; Leben>";život;Ich spiele abends mit meinen Eltern Videospiele.;;
;der;Lebenslauf;"<-(e)s; Lebensläufe>";životopis;;;
;die;Lebensmittel;;namirnice;;;
;;lebenswerten ;;vrijedan življenja;;;
;;lecker;;ukusno;;;
;;legen;;staviti/položiti;;;
;der;Lehrer;;učitelj;Worüber sprechen die Lehrer? Verstehest du den Lehrer?;teacher;
;die;Lehrerin;;učiteljica;Ist das unsere Lehrerin?;teacher;
;die;Lehrstunde;Lehrstunde -n;lekcija;Ich hoffe ihr habt Spaß bei dieser Lehrstunde.;lesson;I hope you have fun at this lesson.
;;leicht;;lagan;Es ist nicht leicht, bei diesem Arzt einen Termin zu bekommen.;easy;
;;leider;;nažalost;Ich habe leider kein Auto;unfortunately;
;;leihen;;pozajmiti / posuditi od;;;
;;leise;;tih;;;
;;leisten;;postići, ostvariti;;;
;die;Leistung;"<Leistung; -en>";učinak, uspjeh, snaga, dodaci;;;
;die;Lektion;;lekcija;Jeden Tag lerne ich eine neue Lektion.;lesson;
;;lernen;;učiti;Ich habe in der Schule nicht viel gelernt.;to learn;At school I didn’t study that much.
;;lernfreudig ;;željan učenja;;;
;;lesen;;čitati;Was lesen Sie, wenn Sie Freizeit haben?;read;
;;letzte;;posljednji;;;
;die;Leute;;ljudi;Morgen, Morgen, nur nicht heute, sagen alle faulen Leute.;people;
;das;Licht;;svjetlo;;;
;;lieben;;voljeti;;;
;;liebenswerten ;;primamljiv, srdačan, ugodan;;;
;;lieber ;;radije;;;
;das;Lied;;pjesma;Kannst du dieses Lied singen?;song;
;der;Liefernachweis;"<-es; -e>";dokaz o dostavi, dostavnica, PoD;;;
;;liegen;;ležati;;;
;;links;;lijevo;Wenn du nach links gehst dann siehst du auf der linken Seite das Büro.;left;When you go to the left, you will see the office on the left side.
;die;Liste;"<Liste; -n>";popis, lista;;;
;der;Löffel;;žlica;;;
;das;Lokal;"<-s; -e>";gostiona, restoran, lokal;;;
;;lösen ;;riješiti;;;
;die;Lösung;"<Lösung; -en>";rješenje, rezolucija, otopina, rastvor;;;
;die;Luft;;zrak;;;
;die;Lust;"<Lust; Lüste>";želja, volja, pohlepa;Ich habe keine Lust zu essen.;;
;;lustig;;veseo;;;
;;machen;;raditi;;;
;das;Mädchen;;djevojka;Das Mädchen ist in der Park. Kennst du dieses Mädchen?;girl;
;der;Magistrat;"<Magistrat(e)s; Magistrate>";gradski vijećnik (m);;;
;die;Magistratin;"<Magistratin; Magistratinnen>";gradski vijećnik (ž);;;
;die;Magistratsabteilung;"<Magistratsabteilung; -en>";odsjek za gradsku upravu;;;
;;mähen;;kositi, pokositi;;;
;das;Mal;;put (ne u smislu staza);;;
;das;Management;"<-s; -s>";menadžment;;;
;;manchmal;;ponekad;Manchmal gege ich mit meine Frau ins Café;;
;der;Mann;"<-(e)s; Männer>";muškarac;;;
;der;Mantel;;mantil/kaput;;;
;der;Marienkäfer;-s Marienkäfer;bubamara;Marienkäfer sind normalerwiese rot und haben weiße Punkte.;ladybug;Ladybugs are usually red and have white dots.
;der;Markt;"<-(e)s; Märkte>";tržište, sajam;;;
;die;Marktentwicklung;"<Marktentwicklung; -en>";kretanje tržišta;;;
;;marktkonform ;;usklađen s tržištem;;;
;die;Marmelade;;marmelada;;;
;die;Maschine;"<Maschine; Maschinen>";stroj, mašina;;;
;das;Maßband;Maßbänder;mjerna vrpca;Als ich mein Zimmeer umdekoriert habe, musste ich alles mit einem Maßband ausmessen.;tape measure;When I redecorated my room I had to measure everything with the tape measure.
;die;Masse;"<Masse; -n>";masa, mnoštvo;;;
;der;Maurer;"<-s; Maurer>";zidar;;;
;der;Medienbericht;"<-(e)s; -e>";medijski izvještaj, medijsko obraćanje;;;
;das;Medikament;-(e)s -e;lijek;Immer wenn ich im Urlaub bin, habe ich kleine Päcken Medikamente dabei.;medicine;Whenever I am traveling, I always have this medicine kit with me.
;das;Meer;"<-es; -e> ";more;;;
;das;Mehl;"<-(e)s; -e>";brašno;;;
;;mehr;;više;Haben Sie heute mehr Arbeit als gewönlich?;;
;;mehrjährig ;;višegodišnji;;;
;die;Mehrleistung;;dodatak na plaću, bonus, povišica;;;
;;meinen ;;misliti, smatrati;;;
;die;Meinung;"<Meinung; -en>";mišljenje;Ganz meine Meinung.;;
;;meiste ;;većina;;;
;;meistens;;najčešće;;;
;;melden;;obavijestiti;;;
;der;Mensch;"<Menschen; Menschen>";čovjek;Er ist ein erlicher Mensch.;;
;die;Mentalität;"<Mentalität; Mentalitäten>";mentalitet, način razmišljanja;;;
;;merken;;opaziti, uočiti;;;
;die;Messe;"<Messe; -n>";sajam, misa, liturgija;;;
;das;Messer;;nož;;;
;die;Mietbeihilfe;;pomoć za stanarinu;Die Wiener Wohnbeihilfe/Mietbehilfe ist eine Wohnunterstützungsleistung für alle Wiener(innen), die ein Einkommen in Höhe des Richtsatzes beziehungsweise über dem Richtsatz haben.;;
;der;Mieter;"<-s; Mieter>";stanar;;;
;die;Mieterin;"<Mieterin; -innen>";stanarka;;;
;der;Migrationshintergrund;"<-(e)s; Migrationshintergründe>";doseljenička pozadina;;;
;das;Mikrofon;-s -e;mikrofon;Als ich gestern in einer Karaokebar war, ist das Mikrofon ausgegangen zum Glück anderer.;Microphone;Yesterday, when I was at a karaoke bar, the microphone went silent, so that it was good for the listeners.
;die;Milch;<Milch>;mlijeko;;;
;die;Million;"<Million; -en>";milijun;;;
;das;Mindestgehalt;"<-(e)s; Mindestehälter>";početna plaća;;;
;die;Mindestsicherung;;minimalna zajamčena naknada / socijalna pomoć;;;
;die;Minute;;minuta;;;
;die;Mission;"<Mission; -en>";misija;;;
;der;Mitarbeiter;"<-s; Mitarbeiter>";suradnik, kolega s posla;;;
;die;Mitarbeiterin;"<Mitarbeiterin; -innen>";suradnica, kolegica s posla;;;
;;miterleben ;;doživjeti;;;
;;mitfahren;;povesti se s nekim;;;
;;mitkommen;;doći s nekim;;;
;;mitnehmen;;uzeti sa sobom;;;
;der;Mittag;;podne;Ich schlafe immer bis Mittag.;noon;
;das;Mittagessen;;ručak;;;
;das;Mitteleuropa;<-s>;Srednja Europa;;;
;;mitteleuropäisch ;;srednjoeuropski;;;
;die;Mittelmeerinsel;"<Mittelmeerinsel; -n> ";mediteranski otok;;;
;der;Mittelpunkt;"<-(e)s; -e>";središte, srž;;;
;;mittlerweile ;;u međuvremenu;;;
;/;Möbel;pl.;namještaj;Wir haben uns neue Möbel angeschafft.;;
;;mobil ;;mobilan, pokretan;;;
;;möchten;;željeti;Ich mochte ihm helfen aber ich konnte das nicht.;want;
;das;Modell;"<-s; -e>";model, uzorak;;;
;;modern;;moderno;;;
;;möglich ;;moguć;;;
;die;Möglichkeit;"<Möglichkeit; -en>";mogućnost;;;
;der;Moment;;trenutak;;;
;der;Monat;"<-(e)s; -e>";mjesec;;;
;;monatlich ;;mjesečno;;;
;der;Monitor;-s -e;monitor;Der Monitor zeigt die Farben in sehr guter Qualität.;Monitor;The monitor shows the colors in a very good quality.
